gkz;haushaltshinweis;haushaltshinweis_name;unterabschnitt;unterabschnitt_name;postengruppe;postengruppe_name;betrag;jahr
40101;1;"ordentliche Ausgaben";209;"Gesonderte Verwaltung - Sonstige Einrichtungen und Maßnahmen";759;"Laufende Transferzahlungen an netto-veranschlagte Unternehmungen";1300507,68;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";020;"Maschinen und maschinelle Anlagen";2640,07;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";043;Betriebsausstattung;4830,00;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";47149,66;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";277603,76;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";401;"Materialien (soweit nicht zugeordnet)";390577,30;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";403;Handelswaren;49174,57;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";457;Druckwerke;94101,70;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";500;"Geldbezüge von Beamten der Verwaltung";226103,82;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";1116502,93;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";602067,89;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";521;"Geldbezüge der ganzjährig beschäftigten Arbeiter";1136646,59;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";560;" Reisegebühren";278,78;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";127567,56;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";614673,02;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";600;Strom;473029,55;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";601;Gas;110754,01;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";602;Wasser;57623,54;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";603;Wärme;969081,95;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";614;"Instandhaltung von Gebäuden";195395,70;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";616;"Instandhaltung von Maschinen und maschinellen Anlagen";99476,12;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";617;"Instandhaltung von Fahrzeugen";382,96;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";618;"Instandhaltung von sonstigen Anlagen";98339,89;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";620;"Personen- und Gütertransporte";20872,50;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";630;Postdienste;5263,02;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";631;Telekommunikationsdienste;92195,09;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";650;"Zinsen für Finanzschulden - Inland";51685,21;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";653;"Zinsen für Finanzschulden - Ausland";3714,88;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";670;Versicherungen;120765,63;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";690;Schadensfälle;650,25;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";700;Mietzinse;1711438,36;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";760942,72;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";728;"Entgelte für sonstige Leistungen";3713519,66;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";751;"Laufende Transferzahlungen an Länder, Landesfonds und Landeskammern";968278,73;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";752;"Laufende Transferzahlungen an Gemeinden, Gemeindeverbände und -fonds";247671,70;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";757;"Laufende Transferzahlungen an private Organisationen ohne Erwerbszweck";78811,92;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";760;"Pensionen und sonstige Ruhebezüge (einschließlich Dienstgeberbeiträge)";298727,34;2012
40101;1;"ordentliche Ausgaben";210;"Allgemeinbildende Pflichtschulen, gemeinsame Kosten";768;"Sonstige laufende Transferzahluungen an private Haushalte";28484,76;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";401;"Materialien (soweit nicht zugeordnet)";5006,93;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";403;Handelswaren;2558,43;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";500;"Geldbezüge von Beamten der Verwaltung";3285,48;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";76557,12;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";520;"Geldbezüge der sonstigen Bediensteten";2234408,87;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";83118,58;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";184749,30;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";631;Telekommunikationsdienste;989,08;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";700;Mietzinse;7349,47;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";4340,14;2012
40101;1;"ordentliche Ausgaben";228;"Berufsausbildung schulentlassener Jugendlicher";728;"Entgelte für sonstige Leistungen";179052,26;2012
40101;1;"ordentliche Ausgaben";229;"Berufsbildender Unterricht, Anstalten der Lehrer- und Erziehungsbildung - Sonstige Einrichtungen und Maßnahmen";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";156016,33;2012
40101;1;"ordentliche Ausgaben";229;"Berufsbildender Unterricht, Anstalten der Lehrer- und Erziehungsbildung - Sonstige Einrichtungen und Maßnahmen";650;"Zinsen für Finanzschulden - Inland";86649,84;2012
40101;1;"ordentliche Ausgaben";229;"Berufsbildender Unterricht, Anstalten der Lehrer- und Erziehungsbildung - Sonstige Einrichtungen und Maßnahmen";653;"Zinsen für Finanzschulden - Ausland";31751,11;2012
40101;1;"ordentliche Ausgaben";229;"Berufsbildender Unterricht, Anstalten der Lehrer- und Erziehungsbildung - Sonstige Einrichtungen und Maßnahmen";751;"Laufende Transferzahlungen an Länder, Landesfonds und Landeskammern";2125878,07;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;401;"Materialien (soweit nicht zugeordnet)";775,88;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;613;"Instandhaltung von sonstigen Grundstückseinrichtungen";82,00;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;614;"Instandhaltung von Gebäuden";106669,16;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;616;"Instandhaltung von Maschinen und maschinellen Anlagen";43410,09;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;618;"Instandhaltung von sonstigen Anlagen";2313,24;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;650;"Zinsen für Finanzschulden - Inland";71909,76;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;700;Mietzinse;1288835,07;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;728;"Entgelte für sonstige Leistungen";3690,93;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;751;"Laufende Transferzahlungen an Länder, Landesfonds und Landeskammern";487907,99;2012
40101;1;"ordentliche Ausgaben";240;Kindergärten;759;"Laufende Transferzahlungen an netto-veranschlagte Unternehmungen";12158029,01;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";139007,70;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;401;"Materialien (soweit nicht zugeordnet)";750,47;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;614;"Instandhaltung von Gebäuden";45764,39;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;616;"Instandhaltung von Maschinen und maschinellen Anlagen";20659,17;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;618;"Instandhaltung von sonstigen Anlagen";2321,46;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;650;"Zinsen für Finanzschulden - Inland";70105,55;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;653;"Zinsen für Finanzschulden - Ausland";9366,58;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;700;Mietzinse;568802,56;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;728;"Entgelte für sonstige Leistungen";1139,63;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;751;"Laufende Transferzahlungen an Länder, Landesfonds und Landeskammern";283025,01;2012
40101;1;"ordentliche Ausgaben";250;Schülerhorte;759;"Laufende Transferzahlungen an netto-veranschlagte Unternehmungen";5543030,52;2012
40101;1;"ordentliche Ausgaben";251;"Schüler-, Lehrlings- und Gesellenheime";614;"Instandhaltung von Gebäuden";2485,28;2012
40101;1;"ordentliche Ausgaben";251;"Schüler-, Lehrlings- und Gesellenheime";700;Mietzinse;26871,07;2012
40101;1;"ordentliche Ausgaben";251;"Schüler-, Lehrlings- und Gesellenheime";728;"Entgelte für sonstige Leistungen";54,47;2012
40101;1;"ordentliche Ausgaben";251;"Schüler-, Lehrlings- und Gesellenheime";759;"Laufende Transferzahlungen an netto-veranschlagte Unternehmungen";2525,99;2012
40101;1;"ordentliche Ausgaben";253;Jugendverkehrserziehung;618;"Instandhaltung von sonstigen Anlagen";65,93;2012
40101;1;"ordentliche Ausgaben";253;Jugendverkehrserziehung;620;"Personen- und Gütertransporte";4224,00;2012
40101;1;"ordentliche Ausgaben";253;Jugendverkehrserziehung;700;Mietzinse;726,70;2012
40101;1;"ordentliche Ausgaben";259;"Außerschulische Jugenderziehung - Sonstige Einrichtungen und Maßnahmen";650;"Zinsen für Finanzschulden - Inland";1328,63;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;040;Fahrzeuge;1185,19;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";54266,67;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";243,54;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;401;"Materialien (soweit nicht zugeordnet)";12296,79;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";2970,42;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";92753,08;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;523;"Geldbezüge der nicht ganzjährig beschäftigter Arbeiter";8503,56;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";2895,46;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";19884,88;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;600;Strom;-2746,32;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;603;Wärme;4840,55;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;613;"Instandhaltung von sonstigen Grundstückseinrichtungen";22839,43;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;614;"Instandhaltung von Gebäuden";2131,67;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;617;"Instandhaltung von Fahrzeugen";10113,09;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;618;"Instandhaltung von sonstigen Anlagen";86,63;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;631;Telekommunikationsdienste;345,13;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;650;"Zinsen für Finanzschulden - Inland";27885,18;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;653;"Zinsen für Finanzschulden - Ausland";25845,40;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;670;Versicherungen;15060,65;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;700;Mietzinse;508297,56;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";9915,31;2012
40101;1;"ordentliche Ausgaben";262;Sportplätze;728;"Entgelte für sonstige Leistungen";26,26;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";149349,68;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";403;Handelswaren;496,08;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";650;"Zinsen für Finanzschulden - Inland";204775,43;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";653;"Zinsen für Finanzschulden - Ausland";5628,46;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";670;Versicherungen;32420,14;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";700;Mietzinse;509497,56;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";555,76;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";728;"Entgelte für sonstige Leistungen";4561,38;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";755;"Laufende Transferzahlungen an Unternehmungen (ohne Finanzunternehmungen)";2579700,00;2012
40101;1;"ordentliche Ausgaben";269;"Sport und außerschulische Leibeserziehung - Sonstige Einrichtungen und Maßnahmen";757;"Laufende Transferzahlungen an private Organisationen ohne Erwerbszweck";2357347,85;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;030;"Werkzeuge und sonstige Erzugungshilfsmittel";1177,15;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;043;Betriebsausstattung;7114,19;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;070;"Aktivierungsfähige Rechte";80,88;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";393333,33;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";21989,99;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;401;"Materialien (soweit nicht zugeordnet)";47278,28;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;403;Handelswaren;242,07;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;457;Druckwerke;54132,96;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;500;"Geldbezüge von Beamten der Verwaltung";646445,22;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";584152,70;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;521;"Geldbezüge der ganzjährig beschäftigten Arbeiter";429627,34;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;560;" Reisegebühren";8791,73;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";69704,27;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";246115,15;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;590;"Freiwillige Sozialleistungen";784,00;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;600;Strom;113542,80;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;602;Wasser;5638,06;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;603;Wärme;59520,81;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;614;"Instandhaltung von Gebäuden";19661,99;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;616;"Instandhaltung von Maschinen und maschinellen Anlagen";132636,76;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;617;"Instandhaltung von Fahrzeugen";442,34;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;618;"Instandhaltung von sonstigen Anlagen";5980,45;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;620;"Personen- und Gütertransporte";1928,39;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;630;Postdienste;41166,64;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;631;Telekommunikationsdienste;30652,67;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;650;"Zinsen für Finanzschulden - Inland";82308,37;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;653;"Zinsen für Finanzschulden - Ausland";63502,22;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;657;Geldverkehrsspesen;2041,86;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;670;Versicherungen;12606,72;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;700;Mietzinse;224808,44;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";63590,34;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;723;"Amtspauschalien und Repräsentationsausgaben";8692,52;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;728;"Entgelte für sonstige Leistungen";1736041,55;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;729;"Sonstige Ausgaben";343,12;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;757;"Laufende Transferzahlungen an private Organisationen ohne Erwerbszweck";72625,00;2012
40101;1;"ordentliche Ausgaben";270;Volkshochschuken;760;"Pensionen und sonstige Ruhebezüge (einschließlich Dienstgeberbeiträge)";854080,50;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;043;Betriebsausstattung;12063,71;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";82540,82;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;401;"Materialien (soweit nicht zugeordnet)";18551,27;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;403;Handelswaren;4186,95;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;457;Druckwerke;104605,28;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;500;"Geldbezüge von Beamten der Verwaltung";510875,27;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";1550302,17;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";3876,16;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;520;"Geldbezüge der sonstigen Bediensteten";2146,68;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;521;"Geldbezüge der ganzjährig beschäftigten Arbeiter";98254,17;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;560;" Reisegebühren";2592,23;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";88367,80;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";378914,40;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;590;"Freiwillige Sozialleistungen";1316,00;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;600;Strom;53906,04;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;602;Wasser;2481,71;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;603;Wärme;23319,55;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;614;"Instandhaltung von Gebäuden";7476,91;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;616;"Instandhaltung von Maschinen und maschinellen Anlagen";49898,90;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;617;"Instandhaltung von Fahrzeugen";1809,76;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;618;"Instandhaltung von sonstigen Anlagen";1464,61;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;620;"Personen- und Gütertransporte";225,22;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;630;Postdienste;16177,51;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;631;Telekommunikationsdienste;20009,63;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;650;"Zinsen für Finanzschulden - Inland";961,04;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;670;Versicherungen;4296,41;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;700;Mietzinse;331601,01;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";68431,51;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;723;"Amtspauschalien und Repräsentationsausgaben";1709,82;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;728;"Entgelte für sonstige Leistungen";155624,38;2012
40101;1;"ordentliche Ausgaben";273;Volksbüchereien;760;"Pensionen und sonstige Ruhebezüge (einschließlich Dienstgeberbeiträge)";674966,09;2012
40101;1;"ordentliche Ausgaben";280;"Förderung von Universitäten und Hochschulen";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";106800,00;2012
40101;1;"ordentliche Ausgaben";280;"Förderung von Universitäten und Hochschulen";650;"Zinsen für Finanzschulden - Inland";23535,25;2012
40101;1;"ordentliche Ausgaben";280;"Förderung von Universitäten und Hochschulen";653;"Zinsen für Finanzschulden - Ausland";17310,02;2012
40101;1;"ordentliche Ausgaben";280;"Förderung von Universitäten und Hochschulen";726;"Mitgliedsbeiträge an Institutionen (im Inland)";160000,00;2012
40101;1;"ordentliche Ausgaben";280;"Förderung von Universitäten und Hochschulen";728;"Entgelte für sonstige Leistungen";61250,00;2012
40101;1;"ordentliche Ausgaben";280;"Förderung von Universitäten und Hochschulen";754;"Laufende Transferzahlungen an sonstige Träger des öffentlichen Rechtes";499835,52;2012
40101;1;"ordentliche Ausgaben";280;"Förderung von Universitäten und Hochschulen";755;"Laufende Transferzahlungen an Unternehmungen (ohne Finanzunternehmungen)";320863,27;2012
40101;1;"ordentliche Ausgaben";280;"Förderung von Universitäten und Hochschulen";757;"Laufende Transferzahlungen an private Organisationen ohne Erwerbszweck";25000,00;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";043;Betriebsausstattung;10377,12;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";14829,69;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";401;"Materialien (soweit nicht zugeordnet)";2838,34;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";457;Druckwerke;61896,93;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";500;"Geldbezüge von Beamten der Verwaltung";211686,19;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";551844,28;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";521;"Geldbezüge der ganzjährig beschäftigten Arbeiter";62406,49;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";560;" Reisegebühren";4063,03;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";31433,90;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";129621,51;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";590;"Freiwillige Sozialleistungen";504,00;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";618;"Instandhaltung von sonstigen Anlagen";257,51;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";620;"Personen- und Gütertransporte";48,71;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";630;Postdienste;2930,17;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";631;Telekommunikationsdienste;8467,97;2012
40101;1;"ordentliche Ausgaben";283;"Wissenschaftliche Archive";670;Versicherungen;1115,16;2012
